Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime
C1_397000000A_001362,志斌豆瓣醬故事館,nan,位於小崗山腳下的豆瓣醬故事館就在一號國道中山高進入崗山之眼的必經道路岡山區大莊路上，豆瓣醬是高雄「岡山三寶」，而志斌豆瓣醬則是網路風評岡山豆瓣醬的三大知名品牌之一。新成立的「志斌豆瓣醬故事館」是利用原高雄市岡山區農會倉庫閒置空間改造而成，除了一間展示館販賣有志斌出產的各式豆瓣醬外，志斌還與岡山在地小農合作販售各式自家農特產品。偌大的園區最映入眼簾的是成群的「大醬缸」也有接受預約攪醬體驗，開放式的園區內有活動舞台室內空間可以辦理豆瓣醬佐料美食DIY品嚐會與各式親子的活動。館內整體彩繪設計是與樹德科技大學應用設計系產學合作，連接在地文化元素，除了充滿故事性與逗趣，還可借位拍照，產生了許多意想不到的神奇效果。,位於小崗山腳下的豆瓣醬故事館就在一號國道中山高進入崗山之眼的必經道路岡山區大莊路上，豆瓣醬是高雄「岡山三寶」，而志斌豆瓣醬則是網路風評岡山豆瓣醬的三大知名品牌之一。新成立的「志斌豆瓣醬故事館」是利用原高雄市岡山區農會倉庫閒置空間改造而成，除了一間展示館販賣有志斌出產的各式豆瓣醬外，志斌還與岡山在地小農合作販售各式自家農特產品。 偌大的園區最映入眼簾的是成群的「大醬缸」也有接受預約攪醬體驗，開放式的園區內有活動舞台室內空間可以辦理豆瓣醬佐料美食DIY品嚐會與各式親子的活動。 館內整體彩繪設計是與樹德科技大學應用設計系產學合作，連接在地文化元素，除了充滿故事性與逗趣，還可借位拍照，產生了許多意想不到的神奇效果。,886-7-6281191,高雄市820岡山區大莊路72號,820.0,高雄市,岡山區,搭乘高雄捷運紅線到南岡山站(R24)，從1號出口搭「紅68」至大莊公園。(走路3分鐘即可抵達豆瓣醬故事館),假日：09:00–17:00,https://khh.travel/content/images/Attractions/1714/640x480_image001-min_8529.jpg,image001-min,nan,nan,nan,nan,nan,397000000A,120.32175,22.80719,nan,12,nan,nan,nan,nan,nan,nan,nan,免費入內參觀導覽費用：採事先預約制(20人以上團體)；費用200元/人(含豆瓣醬二合一禮盒乙組)導覽內容：認識豆瓣醬的原料與製程、體驗搓豆與攪醬、料理DIY(含品嚐丸子湯沾醬)導覽...,nan,nan,2023/04/07 14:16:12
C1_397000000A_001364,泮咖啡,nan,「泮咖啡」(PAMMA Coffee)位於蓮池潭元帝廟旁，融合環境生態，明亮純白建築，欣賞著典雅水畔景色，內有提供輕食飲品，品嚐咖啡美食之餘可飽覽蓮池潭美景，為本市著名蓮池潭風景區吸引國內外遊客旅遊打卡新景點。,泮咖啡位於蓮池潭元帝廟旁，融合環境生態，明亮純白建築，欣賞著典雅水畔景色。,886-7-5856868,高雄市813左營區蓮潭路176號,813.0,高雄市,左營區,nan,週一至週日 11:00–20:00,https://khh.travel/content/images/Attractions/42725/640x480_attractions-image-djx3f4fupum0vw7zzpctpg.jpg,高雄蓮池潭泮咖啡,nan,nan,nan,nan,nan,397000000A,120.29478,22.68438,nan,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/02/02 14:26:35
C1_397000000A_001368,永浴愛河,nan,隨著水岸輕軌及海洋文化及流行音樂中心的興建，位於國賓飯店對面的輕食咖啡店也毫不遜色-擁有得天獨厚的愛河首排無敵景緻，配合音樂表演、伴手禮及不定時推出餐飲優惠活動，吸引遊客順遊觀景駐足及休閒遊憩，是目前愛河旅遊新選擇。,位於國賓飯店對面的輕食咖啡店，擁有愛河首排無敵景緻，配合音樂表演、伴手禮及不定時餐飲優惠活動，是你遊玩愛河的新選擇。,886-7-2210960,高雄市801前金區河東路(國賓大飯店旁),801.0,高雄市,前金區,nan,12:00–24:00,https://khh.travel/image/1729/640x480,永浴愛河照片-min,nan,nan,nan,nan,nan,397000000A,120.29013,22.62426,nan,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/11/28 17:51:56
C1_397000000A_001369,城市光廊J Cafe,nan,城市光廊J Cafe是隱身在中央公園裡的寶石，提供特色餐點及現場音樂表演服務，加上蝙蝠車藝術品的展示，還有配合節慶舉辦的特色活動，一次滿足遊客對於美食、運動、藝文空間及休憩的需求，也為中央公園增添生趣。,提供特色餐點及音樂表演服務，加上丸鐵運動的引入及蝙蝠車藝術品的展示，一次滿足美食、運動、藝文及休憩的需求。,886-7-2721999,高雄市801前金區中華三路6號,801.0,高雄市,前金區,高雄火車站前搭12、100、301號 → 機場幹線公車在中央公園站下車,10:30–22:00(星期一休息),https://khh.travel/image/1730/640x480,城市光廊jcafe-min,nan,nan,nan,nan,nan,397000000A,120.29916,22.62332,nan,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/12/11 00:01:29
C1_397000000A_001371,旗津沙灘吧Cijin Sunset Bar,nan,旗津越來越好玩，除了有尚青海鮮與特色在地美食，高雄市政府觀光局引進民間資源，在旗津海水浴場旁打造了「旗津沙灘吧」，提供多國美食、各式特色飲品，坐在無敵海景第一排賞夕陽美景，慵懶的異國海灘風，讓人彷彿一秒飛到國外。洋溢渡假風味的旗津沙灘吧，是目前高雄唯一沙灘上的酒吧，多樣化的菜單料理，漢堡、燉飯、義大利麵通通都有，各式酒精、非酒精飲料色彩繽紛十分吸引人，店家不定時還會舉辦活動，成為旗津熱門好去處之一，更吸引許多外國朋友重溫家鄉酒吧熱鬧的氣氛。吹海風聽音樂、慵懶望大海，時間在這裡好像走得特別慢，黃昏時別忘了欣賞夕陽落入海平面，橘紅天色與海浪聲扣人心懸，夜晚的酒吧更加熱鬧，為旗津增添樂趣及魅力，成功帶當地夜間觀光。,位於旗津海水浴場旁，提供多國美食、特色飲品，坐在無敵海景第一排賞夕陽美景，慵懶的異國海灘風，讓人彷彿一秒飛到國外。,886-7-5716120,高雄市805旗津區旗津三路1050號,805.0,高雄市,旗津區,nan,11:00–22:00(假日11:00–24:00),https://khh.travel/content/images/Attractions/20195/640x480_attractions-image-j1uusgsqauenjs0wcxviua.jpg,旗津沙灘吧,nan,nan,nan,nan,nan,397000000A,120.26751,22.61006,nan,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/11/28 17:49:37
C1_397000000A_001374,東華皮影戲,nan,東華皮戲團已有兩百年歷史，原名為「德興班」，是原大社鄉最有名的地方人文資產，第五代傳人張德成（已殁）在民國七十八年與李天祿等人同時當選為第一屆國家民族藝師，享有國寶級殊榮。對於居住在三民路一帶的「皮戲張」張厝，大社區老一輩知之甚詳，從「皮戲川仔」張川以降，下傳張叫、張德成，張家人的藝術才華備受肯定。在沒有電視機的年代，皮影戲是最受歡迎的民間娛樂，農忙之餘，大人小孩都會聚在一起看皮影戲，聽唱民間民俗傳奇，享受皮影戲特有的光影與聲效。東華皮戲團經由張德成的發揚光大，在民國四十年代遊走全台各地巡迴演出，造成轟動，更遠赴美國、菲律賓、香港、韓國、日本等地表演，促進國民外交，貢獻良多。張德成於民國八十四年過世，三子張榑國接續父親「以藝傳史」遺志，近年來多與地方文化中心合作，為皮影戲的文化傳承而努力。影偶與傳承：兩千多年以前，漢武帝悲慟愛妃死去，令道士以巫術召回亡靈，道士在宮殿內架設了一個大布幕，藉煙霧和微弱的燈光，使布幕上顯出人影，指說是亡魂出現，讓漢武帝覺得欣慰。配著這麼美麗的傳說，皮影戲從此在中國流傳至今。中國皮影戲是一種最早採用「光」、「影」變幻效果，並具有豐富的夢幻趣味與繪畫、雕刻、音樂、演劇等相結合的一種古老表演藝術。依現存資料所知，最遲在北宋，其表演型態已成熟。宋以後至明、清，皮影戲一直盛行，廣受民間的喜愛。 皮影戲是平面的藝術，每個影偶造型在構圖方面，往往呈現出許多雕刻手法的透視焦點組合。再經過表演者的操縱下，配合唱曲、口白及鑼鼓樂的襯托，隨著故事情節推移，更能巧妙的轉換於二度空間，創造出一個如真如幻的影偶世界來。東華皮影戲團為家族代代相傳，是台灣歷史最久的皮影戲團。與眾不同之處即是配合時宜，不只侷限於表演古老傳統技藝，而能作各方面改良，例如影窗加大、影偶尺寸亦增加，色彩更鮮豔，各關節操縱自如，並能作出高難度技巧及隨時可變幻製造畫面特殊效果的燈光等。 東華皮影戲團除了名滿南部地區外，民國四十至五十五年代是皮影戲業當中，唯一走遍全省各戲院俱能叫座的戲團。先後應邀前往日本、菲律賓、香港、美國等地演出。更由於第五代團長張德成先生對皮影戲的貢獻甚鉅，於民國七十四年榮獲第一屆民族藝術薪傳獎，並於民國七十八年當選全國首位重要民族藝術藝師。目前第六代團長張榑國、張義國先生於民國七十六年起繼承衣缽接掌主演之職，並對台灣皮影戲之保存、推廣不遺餘力。除了保持傳統之外另加創意，以靈活富有節奏的演技廣受觀眾好評。曾榮獲傑出藝術薪傳金獅獎，全國十大傑出青年薪傳獎及教育部重要民族藝術皮影戲首位習藝結業等。,原名「德興班」，已有兩百年歷史，是原大社鄉最有名的地方人文資產，近來多與地方文化中心合作，努力傳承皮影戲文化。,886-9-12720821,高雄市815大社區三民路376巷3號,815.0,高雄市,大社區,nan,詳見官網或電話洽詢,https://khh.travel/content/images/Attractions/19747/640x480_attractions-image-crfy7j5lkuuu32uf5xml3q.jpg,東華皮影戲,nan,nan,nan,nan,nan,397000000A,120.34282,22.73118,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/01/02 00:22:00
C1_397000000A_001379,觀音里酒沽井,nan,位於中華路十七巷的「酒沽井」，已逾百年。據張厝九十餘歲（屬兔）耆老張見笑表示，此井在她尚未出生就有，她表示，小時候看過長輩們利用這口井製酒，當時附近都是屬於張厝所有，四周圍是古式平房，井位在院子裡，大家都會聚集在此集水、製酒，這就是原鄉里所稱「酒沽張」，井水的水質稍鹹。另一位由張厝嫁到李厝，同為九十餘歲的李疼老太太同樣表示，酒沽井在她尚未出生時就有，是張家祖先所開鑿，她的曾祖母（查某祖）當初就在製酒。兩位耆老均稱製酒是曾祖父那一代的事，自她們懂事以來家人就沒再製酒，轉而從事農務。,位於中華路十七巷的「酒沽井」，已逾百年。據張厝九十餘歲（屬兔）耆老張見笑表示，此井在她尚未出生就有，她表示，小時候看過長輩們利用這口井製酒，當時附近都是屬於張厝所有，四周圍是古式平房，井位在院子裡，大家都會聚集在此集水、製酒，這就是原鄉里所稱「酒沽張」，井水的水質稍鹹。另一位 由張厝嫁到李厝，同為九十餘歲的李疼老太太同樣表示，酒沽井在她尚未出生時就有，是張家祖先所開鑿，她的曾祖母（查某祖）當初就在製酒。兩位耆老均稱製酒是曾祖父那一代的事，自她們懂事以來家人就沒再製酒，轉而從事農務。,886-7-3513309,高雄市815大社區中華路17巷,815.0,高雄市,大社區,nan,全天候開放,https://khh.travel/content/images/Attractions/1740/640x480_205img01_8552.jpg,觀音里酒枯井,nan,nan,nan,nan,nan,397000000A,120.34886,22.72782,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/11/28 17:52:39
C1_397000000A_001380,舉人石與舉人轎,nan,位於籬仔內神農里的黃氏家族是原大社區（富盛名的大戶人家，清朝時期曾有幾位祖先高中舉人或貢生，當時流傳一句話表示黃厝的人要到觀音山都不需要經過別人的土地，可見富甲一方。中華路143巷黃厝三合院前，還可以看到一對旗杆石（俗稱舉人石），當時科戶人家門前會升起 科旗，宣示地位與階級。黃厝內尚保存著當時祖先乘用的私人轎子，俗稱舉人轎。,位於籬仔內神農里的黃氏家族是原大社區（富盛名的大戶人家，清朝時期曾有幾位祖先高中舉人或貢生，當時流傳一句話表示黃厝的人要到觀音山都不需要經過別人的土地，可見富甲一方。 中華路143巷黃厝三合院前，還可以看到一對旗杆石（俗稱舉人石），當時科戶人家門前會升起 科旗，宣示地位與階級。黃厝內尚保存著當時祖先乘用的私人轎子，俗稱舉人轎。,886-7-3513309,高雄市815大社區中華路143巷,815.0,高雄市,大社區,nan,全天候開放,https://khh.travel/content/images/Attractions/1741/640x480_204img01_8553.jpg,舉人石與舉人轎,nan,nan,nan,nan,nan,397000000A,120.35476,22.72745,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/11/28 17:52:01
C1_397000000A_001386,高雄路竹天后宮,nan,康熙年間，路竹地區的開墾者漸增，生活逐漸安定後，1671年時在今中山路搭建了天后宮，歷經多次整修與擴建，信眾日增，然隨著時代變遷與路竹市街的發展，廟宇空間逐漸不敷使用且無腹地再行擴建，遂於1979年經聖母指示另建新廟，並保留市區的舊廟，形成新舊並存現狀。新廟在路竹當地又稱大天后宮，是路竹規模最大的廟宇，主祀天上聖母，航海守護神媽祖，是路竹最重要的信仰中心，新廟為閩南式廟宇風格，樓高達三層，搭上廣闊的廟埕顯得氣派非凡、雄偉莊敬。媽祖手下的兩名神將：千里眼、順風耳也隨侍於廟宇兩側，廟宇大廳的龍雕像，在每年媽祖誕辰時會舉辦「過龍喉」的活動，由龍嘴進、龍尾出，有掃除厄運、保平安的功用，是路竹天后宮特有的祈福活動。,康熙年間，路竹地區的開墾者漸增，生活逐漸安定後，1671年時在今中山路搭建了天后宮，歷經多次整修與擴建，信眾日增，然隨著時代變遷與路竹市街的發展，廟宇空間逐漸不敷使用且無腹地再行擴建，遂於1979年經聖母指示另建新廟，並保留市區的舊廟，形成新舊並存現狀。新廟在路竹當地又稱大天后宮，是路竹規模最大的廟宇，主祀天上聖母，航海守護神媽祖，是路竹最重要的信仰中心，新廟為閩南式廟宇風格，樓高達三層，搭上廣闊的廟埕顯得氣派非凡、雄偉莊敬。媽祖手下的兩名神將：千里眼、順風耳也隨侍於廟宇兩側，廟宇大廳的龍雕像，在每年媽祖誕辰時會舉辦「過龍喉」的活動，由龍嘴進、龍尾出，有掃除厄運、保平安的功用，是路竹天后宮特有的祈福活動。,886-7-6966417,高雄市821路竹區聖母街60-1號,821.0,高雄市,路竹區,火車：路竹火車站 → 中正路 → 右轉省道中山路 → 天后宮開基廟 → 往中山路左轉聖母街捷運：搭乘高雄捷運紅線，在岡山終點站下。高雄捷運紅線，至岡山終點站下車 → 往北省道 → 路竹中山路 → 聖母街左轉入高鐵：歸仁戀戀沙崙站下車 → 阿蓮環球路 → 中山路省道左轉 → 聖母街右轉入,全天候開放,https://khh.travel/content/images/Attractions/43385/640x480_attractions-image-7_rwzswhckyge_nkbtsqdw.jpg,路竹天后宮外觀樣貌,nan,nan,nan,nan,nan,397000000A,120.25488,22.86622,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/01/31 17:12:49
C1_397000000A_001391,高雄科學園區-尋找公共藝術,nan,高雄科學園區位於高雄市路竹、岡山及永安三區之間，面積約570公頃，主要產業為光電、精密機械及生技（醫療器材）等。可由國道1號高科交流道經由聯外道路到達園區，大眾運輸可利用台鐵路竹站及岡山站，經省道台1 線抵達；可搭乘高雄捷運接駁公車紅69B 至園區；可由台鐵路竹站搭乘免費巡迴巴士至園區，未來高雄捷運也將延伸至路竹，大幅提升交通上的便利。園區距小港國際機場約35公里，至高雄港約40公里，在國際運輸上占有相當優勢的地理位置。園區內結合在地產業路竹四寶《番茄、花椰菜、雞蛋和虱目魚》特產，以維護自然資源永續發展及發展科技產業為目標，設置許多具當地特色之公共藝術，藉由歷史性與空間性進行文化的傳承，用不同的材料（馬賽克、不鏽鋼、鍍鋅鋼、抿石、玻璃纖維&hellip;）性質表現出當地文化、產業之美，如基因『35』號、空間記憶、藍鵲、熊好日子、福拉克多之舞等&hellip;。◆ 基因『35』號：用大型雞蛋為創意點，以路竹三寶《蕃茄、花椰菜和雞蛋》特產特色，且帶有『生產』的意涵，朝生產、生活、生態「三生園區」 的發展目標。 當中，蛋上的破殼裂紋，出現一道側臉造型，意涵下，象徵人文智慧的誕生，似乎告訴我們生技醫療器材產業的發展背後，是出自於貼近人介面連結的關懷！◆ 熊好日子：維護地球生態平衡與自然資源的永續發展是二十一世紀人類所面臨最迫切而嚴峻的挑戰，更是現代科技與藝術廣泛關注的全球議題。一個人人夢想中的好日子，不僅是要讓溪水回復清澈，小熊有很多的魚可以吃；同時也是要讓人類能夠與其所生存的自然環境共生共榮、共創「魚與熊掌」兼得的雙贏局面。現在，就請讓我們以科技和藝術的雙重努力，與小熊一起來期許這樣的好日子就快來臨！◆ 空間記憶：科學園區從原本的農田、公園到現在的園區，雖然環境不斷變遷，但不變的是大家對這片土地的愛護與認同。表達出萬物超脫時間規範，透過科技將世間的美好儲存於記憶時間差，透過融合區域地景概念，讓民眾能和園區有更多的互動與交流，共同製造出美好的記憶。◆ 福拉克多之舞：就像是生物體這種大尺度的型態被紀錄在極小尺度的基因裡一般，碎形是我們觀察世界的新視角。◆ 藍鵲：以膜結構作為鳥體翅膀、尾翼的面材，以鋼結構作為鳥體脊骨、支撐構架、環向彩帶的主體結構。◆ 春風吹又生：唐&bull;白居易用「野火燒不盡，春風吹又生」比喻富有生命力的事物，任何力量也扼殺不了。致力於仿生科技，讓「妙手回春」不再是遙不可及的聯合骨科，主要產品群為骨科用之人工關節，人工關節產品的用途是當病人關節受損而須以手術置換人工關節用來彌補受損關節，讓病患恢復活動能力並長期使用。讓患者實質受惠，消除關節的痛苦，恢復行動能力。聯合骨科是關節患者的春風，利用科技的智慧，稼接在生命的幸福之上，歡者的容顏，是回春的信號。◆ 鴨帶寶：以彩色母鴨帶小鴨的意象，於科學園區呈現出溫馨感受。母鴨帶小鴨具有傳承的風格，象徵著科學園區永續經營及歷久不衰。除此之外，整群作品亦可供民眾親近、擁抱、休憩、賞玩等功能。◆ 點靈感．轉創意：以象徵科技化轉變的電腦滑鼠為基礎造型，其上不斷延伸出串串的靈感，藉由層疊交錯的機械齒輪零件，代表著科技產業的多元發展與豐富技術，而轉動的齒輪意象亦隱喻著傳統產業的轉型，其意涵不但呼應園區的歷史文化，也與未來發展產生連結，為園區增添具精神意涵的識別地標。◆ 為生活增添色彩：自然本是彩色的，但在肉眼上能感受的比起經由光學科技處理後能看到的是有限的。台灣國際凸版國際彩光企業投入的就是希望為，我們的生活增添更多色彩，研發創新讓色彩能有更大的揮灑，使生活的幸福感更濃郁。◆ 鏡觀：雙橢圓鏡面所構成的雕塑量體，讓作品成為吸納周圍環境的動態性容器，謐靜地記錄時刻的變化。它的一面反射了過往的行人，另一面則照映出廣闊的天空。半開放的基地環境，有著模糊的內與外關係，作品的適時介入，為往來的人們提供了觀照自然的機會。◆ QR小螺絲的強大力量：以數位意象以及未來科技生活作為出發點，結合了QR 碼以及螺絲兩種符號，觀眾可掃瞄QR碼，快速連結並認識南部科學園區，從實體空間進入到網絡空間，這個互動性凝聚了觀者、作品、科學園區彼此間的連結；此外，以小小的螺絲釘作為意象，象徵科技人的堅實力量，能撐起一片廣闊的大世界，原本微小的精密物件，在此擴展為巨幅的視覺力量，從小處邁向世界的大步伐，QR小螺絲不只是小螺絲，更試圖反映出在地深耕、散播全球不可忽視的無限潛能。◆ 結伴：發展中的南科高雄園區，辨識系統尚未完善，因此雖然大廠與大樓林立，卻不是非常容易識別；以活潑創意且醒目的方式，為南科高雄園區創作了大型的指標，以鮮明的色彩及趣味化的現代設計，使途經至此的民眾即便不是到高雄園區，也能夠對這樣的藝術作品指標感到新奇且印象深...,位於高雄市路竹、岡山及永安三區之間，面積約570公頃，主要產業為光電、精密機械及生技（醫療器材）等。,886-7-6075545,高雄市821路竹區路科五路23號,821.0,高雄市,路竹區,nan,全天候開放,https://khh.travel/content/images/Attractions/1749/640x480_image022_8564.jpg,空間記憶,nan,nan,nan,nan,nan,397000000A,120.25604,22.83081,nan,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/11/28 17:51:52
C1_397000000A_001437,新威景觀大橋,nan,新威景觀大橋位在台28線45Km處，它橫跨荖濃溪兩岸，位於六龜大橋與大津橋間，連結了台28線及台27線。本橋主要在連結高雄市美濃、六龜、茂林，以及屏東縣高樹、大津的交通，能縮短高雄市各地的交通時間。本橋梁採外傾式鋼拱設計結構，並特別設計為紫斑蝶造型。,位於六龜大橋與大津橋間，橫跨荖濃溪兩岸，連結了台28線及台27線。本橋梁採外傾式鋼拱設計結構，並特別設計為紫斑蝶造型。,886-7-6892100,高雄市844六龜區新威大橋 (位在台28線45Km處，位於六龜大橋與大津橋間，連結了台28線及台27線。),844.0,高雄市,六龜區,nan,全天候開放,https://khh.travel/content/images/Attractions/1763/640x480_image003_8626.jpg,新威景觀大橋2,nan,nan,nan,nan,nan,397000000A,120.63812,22.89148,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/11/28 17:51:50
C1_397000000A_001461,新堀江商圈,nan,高雄新崛江，臺北西門町新堀江商圈鎖定年輕客層，提供流行最前線的休閒購物選擇，販賣各種流行服飾單品，提供流行最前線的休閒購物選擇，還有許多店家販賣夜市小吃供大小朋友一同享用。附近聚集許多美容美髮店家，是近來許多年輕族群美髮地方之處，還有許多大型連鎖餐廳也在此附近之處設點，知名運動品牌林立大街，吃完飯之後來新崛江逛街買衣服首飾吧～,一如臺北市的西門町，鎖定年輕客層，販賣各種流行服飾單品，提供流行最前線的休閒購物選擇，還有許多店家販賣夜市小吃供大小朋友一同享用。,886-7-2386113,高雄市800新興區五福二路與中山路口交會路口,800.0,高雄市,新興區,高雄捷運：搭乘高雄捷運紅線，於「中央公園站」下站，往2號出口出站即可。公車：高雄火車站前搭12、100、301號、機場幹線公車在中央公園站下車可抵達。,13:00–00:00,https://khh.travel/image/1797/640x480,新堀江,nan,nan,nan,nan,nan,397000000A,120.3019,22.62326,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/04/07 14:15:20
C1_397000000A_001463,大湖番茄會社,nan,位於大湖里省道台一線旁的大湖番茄會社，約興建於日治時期，為當年台、日合資經營的番茄會社，當時所產製的番茄全部只供外銷，二次大戰後，一度改為鳳梨罐頭工廠，後來關廠荒廢至今。廢棄廠區栽植一株百年的鳳凰木，每年鳳凰花開鮮紅欲滴，雖然靜默佇立而又襯托著斑駁痕跡的老舊煙囪，艷紅妝點紅磚灰牆，別有一番孤寂美感的意境，常勾引旅客駐足欣賞拍照，成為大湖另一處尋幽訪勝或人文輕旅行口袋景點之一。,火紅奪目的鳳凰花，點燃廢棄番茄會社的觀光人潮。,886-7-6991221,高雄市829湖內區中山路一段360號,829.0,高雄市,湖內區,nan,全天候開放,https://khh.travel/content/images/Attractions/50466/640x480_attractions-image-142cz3fsvu2bcncd2anx9g.jpg,大湖番茄會社火紅鳳凰花,nan,nan,nan,nan,nan,397000000A,120.24245,22.88951,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/02/17 15:39:17
C1_397000000A_001467,葫蘆雕刻藝術館,nan,葫蘆，又稱瓠仔，是台灣農村常見的農作物，可愛玲瓏的外型令人愛不釋手，杉林區在1990年代推廣葫蘆藝術創作，成為杉林的地方特色。何明賢老師致力於葫蘆創作藝術，投入大量心力鑽研，不斷挑戰與創新，並進一步成立杉林葫蘆藝術展覽館，內部介紹葫蘆的各種雕刻技法，以及學員作品展示區。葫蘆藝術館持續顛覆傳統的既定印象，除了有充滿文學氣息的唐詩宋詞系列、中高階伴手禮，更推出具實用性夜燈系列、吊飾及鑰匙圈等，並有葫蘆導覽、教學及葫蘆DIY親身體驗，讓葫蘆藝術創作更多元、更多變化。,葫蘆，又稱瓠仔，是台灣農村常見的農作物，可愛玲瓏的外型令人愛不釋手，杉林區在1990年代推廣葫蘆藝術創作，成為杉林的地方特色。何明賢老師致力於葫蘆創作藝術，投入大量心力鑽研，不斷挑戰與創新，並進一步成立杉林葫蘆藝術展覽館，內部介紹葫蘆的各種雕刻技法，以及學員作品展示區。,886-7-6776753,高雄市846杉林區大愛里大愛路１號,846.0,高雄市,杉林區,nan,08:00–18:00,https://khh.travel/image/1806/640x480,杉林葫蘆藝術-大愛館,nan,nan,nan,nan,nan,397000000A,120.54161,22.96941,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/02/17 15:43:12
C1_397000000A_001470,黃家伙房,nan,杉林是高雄客家族群比例第二高的區，位於月眉里的黃家伙房，已有百餘年的歷史，見證了客家先民進入杉林開墾的過程。入口牌樓大楣之上提有「孝友遺風」，背面題有「五經世第」，寓意著以孝傳家的意涵，充分展現黃家謹遵先人遺訓，世代勉勵子孫友好旁人、孝順長輩及勤奮向學，牌樓上的扇子裝飾，則是來自二十四孝裡，黃香「扇枕溫衾」的故事，是客家地區保存最完整的牌樓。古厝三合院維護良好，且保有特別的螃蟹穴風水格局，實為不可多得的近代古蹟。自美濃進到杉林的三角路口，右方小路即是高113-1線起點，從此處進入後沿著水圳，向右直達黃家伙房前的百年芒果樹地標與湧泉不斷的半月池，前堂的「江夏堂」供有黃家歷代先祖牌位，另有洗衣場、古井與伯公壇等設施與建築。,位於杉林區月眉里，黃家江夏堂伙房已有百餘年歷史，其入口之牌樓即代表著客家先民早期開墾杉林，這也是客家地區保留最完整的牌樓。,886-7-6771340,高雄市846杉林區清水路合興巷,846.0,高雄市,杉林區,nan,全天候開放,https://khh.travel/content/images/Attractions/50407/640x480_attractions-image-sg9iqogw20g7m9xrn_p-3w.jpg,保持完整的客家傳統建築,nan,nan,nan,nan,nan,397000000A,120.53214,22.9604,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/02/17 16:01:32
C1_397000000A_001482,永安宮,nan,「永安宮」坐東南向西北，廟地寬廣，建地三百多坪，為三川五門三進式。前殿脊飾雙龍朝仙，神將騎青龍，中二垂脊彩鳳展翅，人物生動，旁二垂脊青龍騰躍，神采奕奕，脊朵彩飾龍鳳，貼雕單龍柱擎立丹墀（音持），間列人鳥，柱礎八角，壁堵萬仙陣，栩栩如生。中殿主祀天上聖母娘娘，後殿殿內主祀觀音菩薩，二樓供奉釋道神佛。遊客來到永安宮除了以豐富的剪黏作品可欣賞外，還有一些有趣的小地方。例如進到廟裡，拜殿的花罩上掛著&quot;永庇平安&quot;的牌匾，象徵著永安精神。另外門口對聯也暗藏小趣點，門聯內容為「聖德配天薄海恩深垂永日，母儀稱后長江浪靜慶安瀾」，這幅對聯有別於常見的宮名藏頭形式，上下聯的第一個字合起來並非是「永安」，而是「聖母」，而宮名則是藏在倒數第二字，簡單的對聯就點出所祭祀的主神及所在地。,坐東南向西北，廟地寬廣，建地三百多坪，為三川五門三進式，中殿主祀天上聖母娘娘，後殿殿內主祀觀音菩薩，二樓供奉釋道神佛。,886-7-6912637,高雄市828永安區永華里永安路49號,828.0,高雄市,永安區,nan,04:30–21:00,https://khh.travel/content/images/Attractions/21808/640x480_attractions-image-vhizeqgoak6fnhmluykunq.jpg,永安宮供奉神祉為天上聖母(永安區公所提供),nan,nan,nan,nan,nan,397000000A,120.22492,22.81819,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/11/28 17:48:08
